Loan Amount          : $232000.00
Annual Interest Rate : 0.01
Years to repay       : 15.00
Monthly Payment      : $2250.73
Total Pay Back       : $405130.61

Pmt#	Payment Amount	Interest	Contrib to principle	Remaining balance
1	2250.73		1595.00			655.73		231344.27
2	2250.73		1590.49			660.23		230684.04
3	2250.73		1585.95			664.77		230019.27
4	2250.73		1581.38			669.34		229349.92
5	2250.73		1576.78			673.94		228675.98
6	2250.73		1572.15			678.58		227997.40
7	2250.73		1567.48			683.24		227314.16
8	2250.73		1562.78			687.94		226626.22
9	2250.73		1558.06			692.67		225933.55
10	2250.73		1553.29			697.43		225236.11
11	2250.73		1548.50			702.23		224533.89
12	2250.73		1543.67			707.06		223826.83
13	2250.73		1538.81			711.92		223114.92
14	2250.73		1533.92			716.81		222398.11
15	2250.73		1528.99			721.74		221676.37
16	2250.73		1524.03			726.70		220949.67
17	2250.73		1519.03			731.70		220217.97
18	2250.73		1514.00			736.73		219481.24
19	2250.73		1508.93			741.79		218739.45
20	2250.73		1503.83			746.89		217992.56
21	2250.73		1498.70			752.03		217240.53
22	2250.73		1493.53			757.20		216483.33
23	2250.73		1488.32			762.40		215720.93
24	2250.73		1483.08			767.64		214953.29
25	2250.73		1477.80			772.92		214180.37
26	2250.73		1472.49			778.24		213402.13
27	2250.73		1467.14			783.59		212618.54
28	2250.73		1461.75			788.97		211829.57
29	2250.73		1456.33			794.40		211035.17
30	2250.73		1450.87			799.86		210235.31
31	2250.73		1445.37			805.36		209429.96
32	2250.73		1439.83			810.89		208619.06
33	2250.73		1434.26			816.47		207802.59
34	2250.73		1428.64			822.08		206980.51
35	2250.73		1422.99			827.73		206152.78
36	2250.73		1417.30			833.43		205319.35
37	2250.73		1411.57			839.16		204480.19
38	2250.73		1405.80			844.92		203635.27
39	2250.73		1399.99			850.73		202784.54
40	2250.73		1394.14			856.58		201927.96
41	2250.73		1388.25			862.47		201065.48
42	2250.73		1382.33			868.40		200197.08
43	2250.73		1376.35			874.37		199322.71
44	2250.73		1370.34			880.38		198442.33
45	2250.73		1364.29			886.43		197555.90
46	2250.73		1358.20			892.53		196663.37
47	2250.73		1352.06			898.66		195764.70
48	2250.73		1345.88			904.84		194859.86
49	2250.73		1339.66			911.06		193948.80
50	2250.73		1333.40			917.33		193031.47
51	2250.73		1327.09			923.63		192107.83
52	2250.73		1320.74			929.98		191177.85
53	2250.73		1314.35			936.38		190241.47
54	2250.73		1307.91			942.82		189298.66
55	2250.73		1301.43			949.30		188349.36
56	2250.73		1294.90			955.82		187393.53
57	2250.73		1288.33			962.40		186431.14
58	2250.73		1281.71			969.01		185462.13
59	2250.73		1275.05			975.67		184486.45
60	2250.73		1268.34			982.38		183504.07
61	2250.73		1261.59			989.14		182514.94
